"Subject" "Test" "time.BodyAcceleration-mean-X" "time.BodyAcceleration-mean-Y" "time.BodyAcceleration-mean-Z" "time.BodyAcceleration-std-X" "time.BodyAcceleration-std-Y" "time.BodyAcceleration-std-Z" "time.GravityAcceleration-mean-X" "time.GravityAcceleration-mean-Y" "time.GravityAcceleration-mean-Z" "time.GravityAcceleration-std-X" "time.GravityAcceleration-std-Y" "time.GravityAcceleration-std-Z" "time.BodyAccelerationJerk-mean-X" "time.BodyAccelerationJerk-mean-Y" "time.BodyAccelerationJerk-mean-Z" "time.BodyAccelerationJerk-std-X" "time.BodyAccelerationJerk-std-Y" "time.BodyAccelerationJerk-std-Z" "time.BodyGyro-mean-X" "time.BodyGyro-mean-Y" "time.BodyGyro-mean-Z" "time.BodyGyro-std-X" "time.BodyGyro-std-Y" "time.BodyGyro-std-Z" "time.BodyGyroJerk-mean-X" "time.BodyGyroJerk-mean-Y" "time.BodyGyroJerk-mean-Z" "time.BodyGyroJerk-std-X" "time.BodyGyroJerk-std-Y" "time.BodyGyroJerk-std-Z" "time.BodyAccelerationMagnitude-mean" "time.BodyAccelerationMagnitude-std" "time.GravityAccelerationMagnitude-mean" "time.GravityAccelerationMagnitude-std" "time.BodyAccelerationJerkMagnitude-mean" "time.BodyAccelerationJerkMagnitude-std" "time.BodyGyroMagnitude-mean" "time.BodyGyroMagnitude-std" "time.BodyGyroJerkMagnitude-mean" "time.BodyGyroJerkMagnitude-std" "freq.BodyAcceleration-mean-X" "freq.BodyAcceleration-mean-Y" "freq.BodyAcceleration-mean-Z" "freq.BodyAcceleration-std-X" "freq.BodyAcceleration-std-Y" "freq.BodyAcceleration-std-Z" "freq.BodyAccelerationJerk-mean-X" "freq.BodyAccelerationJerk-mean-Y" "freq.BodyAccelerationJerk-mean-Z" "freq.BodyAccelerationJerk-std-X" "freq.BodyAccelerationJerk-std-Y" "freq.BodyAccelerationJerk-std-Z" "freq.BodyGyro-mean-X" "freq.BodyGyro-mean-Y" "freq.BodyGyro-mean-Z" "freq.BodyGyro-std-X" "freq.BodyGyro-std-Y" "freq.BodyGyro-std-Z" "freq.BodyAccelerationMagnitude-mean" "freq.BodyAccelerationMagnitude-std" "freq.BodyBodyAccelerationJerkMagnitude-mean" "freq.BodyBodyAccelerationJerkMagnitude-std" "freq.BodyBodyGyroMagnitude-mean" "freq.BodyBodyGyroMagnitude-std" "freq.BodyBodyGyroJerkMagnitude-mean" "freq.BodyBodyGyroJerkMagnitude-std" "Set"
"11" "2" "STANDING" 0.27859589 -0.015231928 -0.098908415 -0.99878507 -0.98194306 -0.99137882 0.92371888 -0.31398567 0.12787786 -0.99896777 -0.98598299 -0.98116601 0.073410891 0.0048205158 0.0055513158 -0.99667303 -0.98624441 -0.99071275 -0.025346783 -0.074217186 0.087760115 -0.99446328 -0.99282756 -0.99050543 -0.09760717 -0.043922229 -0.049796101 -0.99430186 -0.99498126 -0.99363215 -0.99200078 -0.99367767 -0.99200078 -0.99367767 -0.99248401 -0.99338931 -0.99262929 -0.99443845 -0.99501892 -0.99693534 -0.99826331 -0.98394109 -0.99048651 -0.99906652 -0.98092551 -0.99180335 -0.99670546 -0.98626158 -0.98849434 -0.99691631 -0.98719871 -0.9915971 -0.99303641 -0.99298218 -0.98963531 -0.99485695 -0.99268503 -0.99158402 -0.99370298 -0.99370311 -0.99227779 -0.9939467 -0.99416628 -0.99552528 -0.99650487 -0.99749031 "test"
"12" "2" "STANDING" 0.27915178 -0.021879444 -0.10973077 -0.99778103 -0.99295121 -0.98568028 0.92403746 -0.31295562 0.1314731 -0.99837133 -0.99227971 -0.99206883 0.073495012 0.01105182 -0.01853629 -0.99404984 -0.98465144 -0.98674551 -0.029174831 -0.079426371 0.092674028 -0.99579842 -0.99382668 -0.99431145 -0.095793768 -0.038043778 -0.056942414 -0.99350021 -0.99529245 -0.99551391 -0.99317478 -0.99518342 -0.99317478 -0.99518342 -0.98917652 -0.99115044 -0.99425402 -0.9951991 -0.9954186 -0.99696993 -0.99635482 -0.98981458 -0.98430519 -0.99864331 -0.99431655 -0.98689355 -0.9938092 -0.98572742 -0.98549705 -0.99489149 -0.98435234 -0.9863919 -0.99346021 -0.99362734 -0.99400498 -0.99660277 -0.9939159 -0.99484074 -0.99400006 -0.99601109 -0.98988419 -0.99192121 -0.99495697 -0.99613329 -0.99659475 -0.997454 "test"
"13" "2" "STANDING" 0.27454383 -0.023145294 -0.1125396 -0.99620456 -0.9915728 -0.98751828 0.92445923 -0.31568266 0.13103466 -0.9992491 -0.99095888 -0.98946132 0.076245658 0.0061658182 -0.0034026214 -0.99195764 -0.9882498 -0.98820739 -0.02794305 -0.07935183 0.096964901 -0.99489468 -0.9947356 -0.9963317 -0.097721303 -0.039609772 -0.051964221 -0.9930048 -0.99560214 -0.99580877 -0.99209849 -0.99412726 -0.99209849 -0.99412726 -0.9894526 -0.99451471 -0.99394477 -0.99576249 -0.99543688 -0.99728357 -0.99479144 -0.98861809 -0.98770144 -0.99693516 -0.99286441 -0.98747911 -0.99216963 -0.98856035 -0.98644174 -0.99240047 -0.98866439 -0.98846739 -0.99244084 -0.9945768 -0.99525125 -0.99570116 -0.99479355 -0.99709103 -0.99262272 -0.99530622 -0.99330914 -0.99541989 -0.99546295 -0.99666227 -0.99676286 -0.99807903 "test"
"14" "2" "STANDING" 0.26906631 -0.027685967 -0.11017794 -0.9968836 -0.9864395 -0.9884791 0.92317418 -0.31981835 0.12898325 -0.99281837 -0.98326068 -0.99353816 0.079173934 0.018495729 0.018553835 -0.99361731 -0.98564396 -0.99061427 -0.026941731 -0.068240615 0.089771735 -0.99388537 -0.98820559 -0.98344383 -0.10142743 -0.038160122 -0.058543152 -0.99293553 -0.99434929 -0.99290875 -0.98880473 -0.98770276 -0.98880473 -0.98770276 -0.99092702 -0.99385728 -0.98944095 -0.98687805 -0.99441044 -0.99553145 -0.99571171 -0.98442061 -0.98669651 -0.99749113 -0.98737963 -0.98979083 -0.99351603 -0.98401132 -0.98826057 -0.99430987 -0.98909532 -0.99166802 -0.99221021 -0.98992876 -0.98512453 -0.9943601 -0.98717522 -0.98420817 -0.98863354 -0.98793678 -0.99419527 -0.99185806 -0.98880945 -0.98753556 -0.99535264 -0.99569128 "test"
"15" "2" "STANDING" 0.27557925 -0.018936424 -0.097409776 -0.99606469 -0.96822549 -0.98069598 0.92036099 -0.32552855 0.12910023 -0.99243056 -0.98164027 -0.99003989 0.075745215 0.031020344 0.015751456 -0.99417651 -0.98532987 -0.991535 -0.026364477 -0.064583159 0.073449259 -0.99254536 -0.98826303 -0.98518426 -0.10010014 -0.039292409 -0.060488259 -0.99249168 -0.99386369 -0.99377681 -0.98345554 -0.98813206 -0.98345554 -0.98813206 -0.99209801 -0.99224337 -0.98770443 -0.98767351 -0.99443167 -0.99463809 -0.99606425 -0.97359746 -0.98332034 -0.99595662 -0.96645863 -0.97965915 -0.99513688 -0.98499726 -0.98902474 -0.99354233 -0.98683492 -0.99283303 -0.99018207 -0.98942265 -0.98591136 -0.99324917 -0.98754431 -0.9861154 -0.98738595 -0.98950494 -0.99335409 -0.98898022 -0.98960102 -0.98819675 -0.99432072 -0.99513932 "test"
"16" "2" "STANDING" 0.28193083 -0.004880615 -0.086106145 -0.98907559 -0.95900626 -0.97302388 0.91979943 -0.32576314 0.13401665 -0.99519236 -0.98160614 -0.96913566 0.065217218 -0.010943663 -0.025885472 -0.97944868 -0.96940183 -0.98769745 -0.076452794 -0.015582021 0.025521434 -0.84566376 -0.91612436 -0.91722556 -0.19787079 -0.025032953 -0.059846977 -0.96508293 -0.98444407 -0.97313161 -0.97177018 -0.96608028 -0.97177018 -0.96608028 -0.98444335 -0.97153546 -0.92345144 -0.72226181 -0.98575128 -0.96661468 -0.98320133 -0.95675185 -0.97471273 -0.99250983 -0.96178818 -0.97319102 -0.98020184 -0.96735551 -0.98362993 -0.9803966 -0.97451808 -0.99094372 -0.82265638 -0.94607132 -0.9348623 -0.85325262 -0.90235584 -0.91943187 -0.97084205 -0.96746788 -0.97648381 -0.963856 -0.80914 -0.71810731 -0.97267088 -0.96151741 "test"
"17" "2" "STANDING" 0.31107792 -0.019430625 -0.10186634 -0.9366878 -0.84018585 -0.81682639 0.87581327 -0.42668132 0.038234377 -0.86986537 -0.8714715 -0.82092428 0.037478233 -0.066680016 -0.10814524 -0.97516521 -0.95570343 -0.98472427 0.00099342639 -0.11268679 -0.0037551694 -0.97841972 -0.97751116 -0.9574625 -0.087205988 -0.042719445 -0.04751798 -0.98427753 -0.98620017 -0.9739398 -0.89114826 -0.84259528 -0.89114826 -0.84259528 -0.97436577 -0.96989694 -0.94244588 -0.96165032 -0.98494221 -0.98392743 -0.94551956 -0.88363239 -0.88166597 -0.9332142 -0.82986443 -0.79929807 -0.97485024 -0.95676044 -0.98268615 -0.97779947 -0.95752624 -0.9852408 -0.97243376 -0.98011598 -0.9565205 -0.98025409 -0.9760463 -0.96150159 -0.86204866 -0.85576029 -0.97087879 -0.96707393 -0.97596859 -0.95954574 -0.98468873 -0.98347904 "test"
"18" "2" "STANDING" 0.26232825 -0.023257054 -0.12552494 -0.98456111 -0.91337982 -0.91267279 0.88997692 -0.42265611 0.044050888 -0.97024526 -0.9456811 -0.91993724 0.084069165 0.064999597 0.048234989 -0.98880708 -0.97822827 -0.9883445 -0.0061088604 -0.08363601 0.034434823 -0.98668458 -0.98896619 -0.97230704 -0.10448123 -0.035397886 -0.039153959 -0.99211655 -0.99280176 -0.99043873 -0.94390252 -0.93970043 -0.94390252 -0.93970043 -0.9860497 -0.98926886 -0.96709063 -0.97232791 -0.99263654 -0.99471661 -0.98654788 -0.92924887 -0.94633946 -0.98357495 -0.91017475 -0.90221327 -0.98941257 -0.97834691 -0.98577613 -0.98906648 -0.97962797 -0.98959184 -0.98508824 -0.98913607 -0.97358459 -0.98713526 -0.9888398 -0.97422376 -0.96053843 -0.93797575 -0.98831696 -0.98931829 -0.9812298 -0.97131141 -0.9942263 -0.99537261 "test"
"19" "2" "STANDING" 0.28841575 -0.003485395 -0.083827858 -0.99457065 -0.97835984 -0.97994262 0.88529186 -0.42609871 0.038517398 -0.98971312 -0.97043824 -0.95956976 0.079803783 0.014624073 -0.0045173884 -0.99168826 -0.98327871 -0.99208358 -0.019768993 -0.079931119 0.077789083 -0.9883864 -0.99057798 -0.98068603 -0.10348036 -0.041431124 -0.046259069 -0.99359924 -0.99292775 -0.98920053 -0.97506523 -0.97474348 -0.97506523 -0.97474348 -0.99096838 -0.9911234 -0.98433291 -0.98766424 -0.99275342 -0.99496513 -0.99267369 -0.97977967 -0.98759141 -0.99553177 -0.97786162 -0.9762713 -0.99122166 -0.9826427 -0.99116022 -0.99304259 -0.98535646 -0.9914358 -0.98710948 -0.99044019 -0.97982749 -0.98873327 -0.99064283 -0.98260428 -0.98357957 -0.97284557 -0.99027752 -0.99109654 -0.99049256 -0.98760355 -0.99448466 -0.99573512 "test"
"20" "2" "STANDING" 0.27116593 -0.025972908 -0.094923481 -0.97012403 -0.90187818 -0.9652996 0.88868488 -0.41889767 0.046875908 -0.98890631 -0.98323615 -0.97134623 0.058055977 -0.024006991 -0.031103821 -0.95251521 -0.93148972 -0.97959714 -0.026489988 -0.086821561 0.12018605 -0.95170794 -0.96834668 -0.94386544 -0.1109612 -0.057722741 -0.039061843 -0.94984523 -0.97602371 -0.95500434 -0.95883076 -0.92293487 -0.95883076 -0.92293487 -0.96404005 -0.93386755 -0.95847553 -0.92509765 -0.97088597 -0.95995921 -0.95935318 -0.9008582 -0.96839921 -0.97563293 -0.90761105 -0.96524359 -0.95448426 -0.930852 -0.97577418 -0.95454897 -0.93728902 -0.98214495 -0.9372461 -0.9658466 -0.9379497 -0.95624666 -0.97015055 -0.95097075 -0.93889729 -0.92558908 -0.9486251 -0.91616953 -0.94747945 -0.92406528 -0.9682135 -0.9529879 "test"
"21" "2" "STANDING" 0.25309467 -0.044192268 -0.13929762 -0.96892213 -0.9103836 -0.91886033 0.88639445 -0.42463213 0.049435445 -0.97642372 -0.94935411 -0.98430715 0.069933008 -0.0029778293 -0.0087410564 -0.94378163 -0.92890125 -0.96683346 -0.025536965 -0.11232642 0.12869787 -0.94013604 -0.9574808 -0.93900763 -0.10432095 -0.027930448 -0.069738881 -0.94481275 -0.96642179 -0.93835316 -0.9254881 -0.93678778 -0.9254881 -0.93678778 -0.95100947 -0.93406878 -0.9350631 -0.93730316 -0.95872291 -0.95653005 -0.95800959 -0.91284737 -0.94305323 -0.9744658 -0.91369708 -0.91183774 -0.94744038 -0.92929704 -0.96320915 -0.94476876 -0.93353671 -0.96888816 -0.92886803 -0.95693278 -0.92857984 -0.94369417 -0.95803225 -0.94835382 -0.937565 -0.9450127 -0.94052192 -0.92477757 -0.94531701 -0.94233863 -0.96366826 -0.95079236 "test"
"22" "2" "STANDING" 0.27133883 -0.029954058 -0.11859533 -0.96093148 -0.90503507 -0.87126958 0.8782922 -0.44115702 0.039357117 -0.97823679 -0.94589569 -0.93292764 0.10063345 0.061156235 0.028254346 -0.9110978 -0.90753609 -0.93324296 -0.031374775 -0.053952104 0.073211718 -0.95113006 -0.91043949 -0.91614341 -0.097805754 -0.018566344 -0.081625418 -0.93067604 -0.90816606 -0.90775388 -0.91671002 -0.93474524 -0.91671002 -0.93474524 -0.93070744 -0.87954362 -0.92330487 -0.90547784 -0.93362003 -0.88418956 -0.94008646 -0.88954707 -0.90114002 -0.97319827 -0.91953039 -0.86482459 -0.90958203 -0.9030731 -0.92189602 -0.92108271 -0.92041254 -0.94377726 -0.92800798 -0.89863943 -0.88978221 -0.95883868 -0.91917057 -0.93454571 -0.92074201 -0.95342129 -0.89671319 -0.85890056 -0.89294573 -0.93324624 -0.89482845 -0.87826277 "test"
"23" "2" "STANDING" 0.29926682 0.011798517 -0.031653276 -0.94875426 -0.84418244 -0.88070536 0.87638473 -0.44715997 0.039266249 -0.98946113 -0.97012703 -0.91379833 0.072036923 0.019867445 0.00019655927 -0.88857658 -0.86106469 -0.92702027 -0.035775411 -0.010620763 0.03852549 -0.95053621 -0.85592718 -0.74673048 -0.086341844 -0.043942122 -0.04379737 -0.91618991 -0.89101883 -0.73791892 -0.8866145 -0.85899127 -0.8866145 -0.85899127 -0.89156887 -0.88053321 -0.87094775 -0.7753274 -0.89403232 -0.82266518 -0.92600164 -0.84118481 -0.88913982 -0.96120153 -0.85473296 -0.88446849 -0.89059864 -0.85920021 -0.9110382 -0.89640782 -0.87364088 -0.94340129 -0.92821564 -0.84501826 -0.67759186 -0.95790749 -0.86407104 -0.79722974 -0.85460731 -0.88231245 -0.88026295 -0.87894298 -0.78746748 -0.80526513 -0.81999084 -0.83860362 "test"
"24" "2" "STANDING" 0.29389749 0.01115091 -0.069281198 -0.96241329 -0.86333992 -0.85995713 0.88282593 -0.43031319 0.066307063 -0.97763912 -0.91799566 -0.86717267 0.067964088 -0.0080134702 -0.02831438 -0.92750791 -0.89498259 -0.96125155 -0.031933568 -0.080878973 0.067888599 -0.95451242 -0.87379114 -0.75439235 -0.089551643 -0.055978262 -0.039311445 -0.94605528 -0.93661541 -0.75060083 -0.91424457 -0.84884008 -0.91424457 -0.84884008 -0.93379134 -0.90934307 -0.89507731 -0.7741979 -0.93389188 -0.84068516 -0.94789038 -0.86853152 -0.91512364 -0.97000008 -0.8682478 -0.8440588 -0.93020452 -0.89632312 -0.95727197 -0.93101079 -0.9008797 -0.96363442 -0.93822219 -0.88434909 -0.68299854 -0.95970247 -0.86844779 -0.80544976 -0.88238538 -0.85484132 -0.91905285 -0.89593722 -0.80571585 -0.79151224 -0.83178344 -0.86460754 "test"
